Text Key	Base(en)	Arabic (ar)	Czech (cs)	German (de)	Greek (el)	Spanish (es)	Estonian (et)	Finnish (fi)	French (fr)	Hindi (hi)	Indonesian (id)	Italian (it)	Japanese (ja)	Khmer (km)	Kannada (kn)	Korean (ko)	Lao (lo)	Latvian (lv)	Malay (ms)	Dutch (nl)	Polish (pl)	Portuguese (pt-PT)	Russian (ru)	Thai (th)	Turkish (tr)	Ukrainian (uk)	Chinese (zh-Hans)	Vietnamese (vi)
enterFullName	Enter your fullname	أدخل اسمك الكامل	Zadejte své celé jméno	Geben Sie Ihren vollständigen Namen ein	Εισαγάγετε το πλήρες όνομά σας	Introduce tu nombre completo	Sisestage oma täisnimi	Kirjoita koko nimesi	Entrez votre nom complet	अपना पूरा नाम भरें	Masukkan nama lengkapmu	Inserisci il tuo nome e cognome	フルネームを入れて下さい	បញ្ចូល​នូវ​នាម​និង​គោត្តនាម​របស់​អ្នក	ನಿಮ್ಮ ಪೂರ್ಣ ಹೆಸರನ್ನು ನಮೂದಿಸಿ	당신의 성명을 입력하십시오	ໃສ່ຊື່ເຕັມຂອງເຈົ້າ	Ievadiet savu pilno vārdu	Masukkan nama penuh anda	Vul uw volledige naam in	Wprowadź swoje imię i nazwisko	Escreva seu nome completo	Введите свое полное имя	กรอกชื่อเต็มของคุณ	Ad ve soyadınızı girin	Введіть Ваше повне ім'я	输入您的全名	Nhập tên đầy đủ của bạn
fullname	Fullname	الاسم الكامل	Celé jméno	Vollständiger Name	Πλήρες όνομα	Nombre completo	Täisnimi	Koko nimi	Nom et prénom	पूरा नाम	Nama lengkap	Nome e cognome	フルネーム	ឈ្មោះ​ពេញ	ಪೂರ್ಣ ಹೆಸರು	성명	ຊື່​ເຕັມ	Pilnais vārds	Nama penuh	Voor-en achternaam	Imię i nazwisko	Nome completo	Полное имя	ชื่อเต็ม	Ad Soyad	Повне ім'я	全名	Tên đầy đủ
pwNotMatch	Passwords do not match	كلمة المرور غير مطابقة	Hesla se neshodují	Passwörter stimmen nicht überein	Οι κωδικοί πρόσβασης δεν ταιριάζουν	Las contraseñas no coinciden	Paroolid ei kattu	Salasanat eivät täsmää	Les mots de passe ne correspondent pas	सांकेतिक शब्द मेल नहीं खाते	Sandi tidak cocok	le passwords non corrispondono	パスワードが一致していません	ពាក្យសម្ងាត់មិនត្រូវគ្នាទេ។	ಗುಪ್ತಪದಗಳುತಾಳೆಯಾಗುತ್ತಿಲ್ಲ	비밀번호가 일치하지 않습니다	ລະຫັດຜ່ານບໍ່ກົງກັນ	Paroles nesakrīt	Kata laluan tidak sepadan	Wachtwoorden komen niet overeen	Hasła nie pasują do siebie	As senhas não coincidem	Пароли не совпадают	รหัสผ่านไม่ตรงกัน	Parolalar uyuşmuyor	Паролі не збігаються	密码不匹配	Mật khẩu không phù hợp
pwTooLong	Your password can't be longer 50 characters	لا يمكن أن تزيد كلمة المرور الخاصة بك عن 50 حرفًا	Vaše heslo nemůže být delší 50 znaků	Ihr Passwort darf nicht länger als 50 Zeichen sein	Ο κωδικός πρόσβασής σας δεν μπορεί να έχει περισσότερους από 50 χαρακτήρες	Su contraseña no puede tener más de 50 caracteres	Teie parool ei tohi olla pikem kui 50 tähemärki	Salasanasi ei voi olla 50 merkin pituinen	Votre mot de passe ne peut pas contenir plus de 50 caractères	आपका पासवर्ड 50 अक्षरों से अधिक लंबा नहीं हो सकता	Kata sandi Anda tidak boleh lebih dari 50 karakter	La tua password non può contenere più di 50 caratteri	パスワードは 50 文字以内にしてください	ពាក្យសម្ងាត់របស់អ្នកមិនអាចលើសពី 50 តួអក្សរបានទេ។	ನಿಮ್ಮ ಪಾಸ್‌ವರ್ಡ್ 50 ಅಕ್ಷರಗಳಿಗಿಂತ ಹೆಚ್ಚು ಇರುವಂತಿಲ್ಲ	비밀번호는 50자 이하여야 합니다.	ລະຫັດຜ່ານຂອງທ່ານບໍ່ສາມາດມີ 50 ຕົວອັກສອນໄດ້	Jūsu parole nedrīkst būt garāka par 50 rakstzīmēm	Kata laluan anda tidak boleh melebihi 50 aksara	Uw wachtwoord mag niet langer zijn dan 50 tekens	Twoje hasło nie może mieć więcej niż 50 znaków	Sua senha não pode ter mais de 50 caracteres	Ваш пароль не может быть длиннее 50 символов	รหัสผ่านของคุณต้องมีความยาวไม่เกิน 50 ตัวอักษร	Şifreniz 50 karakterden uzun olamaz	Ваш пароль не може містити більше 50 символів	您的密码不能超过 50 个字符	Mật khẩu của bạn không thể dài hơn 50 ký tự
pwTooShort	The password must be 6 characters long or more.	يجب أن تتكون كلمة المرور من 6 أحرف أو أكثر.	Heslo musí mít 6 nebo více znaků.	Das Passwort muss mindestens 6 Zeichen lang sein.	Ο κωδικός πρόσβασης πρέπει να αποτελείται από 6 χαρακτήρες ή περισσότερους.	La contraseña debe tener 6 caracteres o más.	Parool peab olema vähemalt 6 tähemärki pikk.	Salasanan tulee olla vähintään 6 merkkiä pitkä.	Le mot de passe doit comporter 6 caractères ou plus.	पासवर्ड 6 अक्षर लंबा या अधिक होना चाहिए।	Kata sandi harus sepanjang 6 karakter atau lebih.	La password deve essere lunga 6 caratteri o più.	パスワードは6文字以上である必要があります。	ពាក្យសម្ងាត់ត្រូវតែមាន 6 តួអក្សរ ឬច្រើនជាងនេះ។	ಪಾಸ್ವರ್ಡ್ 6 ಅಕ್ಷರಗಳು ಅಥವಾ ಅದಕ್ಕಿಂತ ಹೆಚ್ಚು ಉದ್ದವಾಗಿರಬೇಕು.	비밀번호는 6자 이상이어야 합니다.	ລະຫັດຜ່ານຕ້ອງມີຄວາມຍາວ 6 ຕົວອັກສອນ ຫຼືຫຼາຍກວ່ານັ້ນ.	Parolei jābūt 6 vai vairāk rakstzīmēm garai.	Kata laluan mestilah 6 aksara panjang atau lebih.	Het wachtwoord moet 6 tekens of meer lang zijn.	Hasło musi mieć co najmniej 6 znaków.	A senha deve ter 6 caracteres ou mais.	Пароль должен иметь длину не менее 6 символов.	รหัสผ่านต้องมีความยาว 6 ตัวอักษรขึ้นไป	Şifre 6 karakter uzunluğunda veya daha fazla olmalıdır.	Пароль має містити 6 або більше символів.	密码长度必须为 6 个字符或更多。	Mật khẩu phải dài từ 6 ký tự trở lên.
emailHasBeenUsed	The email address has been registered	لقد تم تسجيل عنوان البريد الإلكتروني	E-mailová adresa byla zaregistrována	Die E-Mail-Adresse wurde registriert	Η διεύθυνση email έχει καταχωρηθεί	La dirección de correo electrónico ha sido registrada.	Meiliaadress on registreeritud	Sähköpostiosoite on rekisteröity	L'adresse email a été enregistrée	ईमेल पता पंजीकृत कर दिया गया है	Alamat email telah terdaftar	L'indirizzo email è stato registrato	メールアドレスが登録されました	អាសយដ្ឋានអ៊ីមែលត្រូវបានចុះឈ្មោះ	ಇಮೇಲ್ ವಿಳಾಸವನ್ನು ನೋಂದಾಯಿಸಲಾಗಿದೆ	이메일 주소가 등록되었습니다	ທີ່ຢູ່ອີເມວໄດ້ຖືກລົງທະບຽນ	E-pasta adrese ir reģistrēta	Alamat e-mel telah didaftarkan	Het e-mailadres is geregistreerd	Adres e-mail został zarejestrowany	O endereço de e-mail foi registrado	Адрес электронной почты зарегистрирован	ที่อยู่อีเมลได้รับการลงทะเบียนแล้ว	E-posta adresi kaydedildi	Електронну адресу зареєстровано	该电子邮件地址已被注册	Địa chỉ email đã được đăng ký
emailInvalidFormat	Please enter a valid email address	يرجى إدخال عنوان بريد إلكتروني صالح	Prosím zadejte platnou emailovou adresu	Bitte geben Sie eine gültige E-Mail-Adresse ein	Παρακαλώ εισάγετε μια έγκυρη διεύθυνση ηλεκτρονικού ταχυδρομείου	Por favor, introduce una dirección de correo electrónico válida	Palun sisesta kehtiv e-posti aadress	Ole hyvä ja syötä toimiva sähköpostiosoite	S'il vous plaît, mettez une adresse email valide	कृपया एक मान्य ईमेल पता प्रविष्ट करें	silakan isi alamat email	Si prega di inserire un indirizzo email valido	有効なメールアドレスを入力してください	សូមបញ្ចូលអាសយដ្ឋានអ៊ីមែលត្រឹមត្រូវ។	ದಯವಿಟ್ಟು ಸರಿಯಾದ ಇಮೇಲ್ ವಿಳಾಸವನ್ನು ನಮೂದಿಸಿ	유효한 이메일 주소를 입력하세요	ກະລຸນາໃສ່ທີ່ຢູ່ອີເມວທີ່ຖືກຕ້ອງ	Lūdzu ievadiet derīgu e-pasta adresi	Sila masukkan alamat emel yang sah	Gelieve een geldig e-mailadres in te geven	Proszę wpisać aktualny adres e-mail	Por favor insira um endereço de e-mail válido	Пожалуйста, введите действительный адрес электронной почты	กรุณาใส่อีเมล์ที่ถูกต้อง	Geçerli bir e	Будь ласка, введіть дійсну адресу електронної пошти	请输入有效的电子邮件地址	Vui lòng nhập địa chỉ email hợp lệ
enterYourEmail	Enter your email	أدخل بريدك الإلكتروني	Vložte svůj e-mail	Geben sie ihre E-Mail Adresse ein	Συμπληρώστε το email σας	Introduce tu correo electrónico	Sisestage oma e-posti aadress	Syötä sähköpostiosoitteesi	Entrer votre Email	अपना ईमेल दर्ज करें	Masukkan email Anda	Inserisci il tuo indirizzo email	メールアドレスを入力	បញ្ចូលអ៊ីមែលរបស់អ្នក។	ನಿಮ್ಮ ಇಮೇಲ್ ನಮೂದಿಸಿ	이메일을 입력하세요	ໃສ່ອີເມວຂອງເຈົ້າ	Ievadi savu epastu	Masukkan emel anda	Voer uw e-mailadres in	Wprowadź swój email	Digite seu e-mail	Введите адрес электронной почты	กรอกอีเมล์ของคุณ	E-postanızı giriniz	Введіть адресу електронної пошти	输入你的电子邮箱	Nhập email của bạn
createPWdetails	Create a strong password with a mixture of letters, numbers and symbols	قم بإنشاء كلمة مرور قوية مكونة من مزيج من الحروف والأرقام والرموز	Vytvořte silné heslo se směsí písmen, číslic a symbolů	Erstellen Sie ein sicheres Passwort mit einer Mischung aus Buchstaben, Zahlen und Symbolen	Δημιουργήστε έναν ισχυρό κωδικό πρόσβασης με ένα μείγμα γραμμάτων, αριθμών και συμβόλων	Crea una contraseña segura con una combinación de letras, números y símbolos	Looge tugev parool, mis koosneb tähtedest, numbritest ja sümbolitest	Luo vahva salasana, jossa on sekoitus kirjaimia, numeroita ja symboleja	Créez un mot de passe fort avec un mélange de lettres, de chiffres et de symboles	अक्षरों, संख्याओं और प्रतीकों के मिश्रण से एक मजबूत पासवर्ड बनाएं	Buat kata sandi yang kuat dengan campuran huruf, angka, dan simbol	Crea una password complessa con una combinazione di lettere, numeri e simboli	文字、数字、記号を組み合わせた強力なパスワードを作成する	បង្កើត​ពាក្យ​សម្ងាត់​រឹងមាំ​ជាមួយ​នឹង​អក្សរ លេខ និង​និមិត្តសញ្ញា	ಅಕ್ಷರಗಳು, ಸಂಖ್ಯೆಗಳು ಮತ್ತು ಚಿಹ್ನೆಗಳ ಮಿಶ್ರಣದೊಂದಿಗೆ ಬಲವಾದ ಪಾಸ್ವರ್ಡ್ ಅನ್ನು ರಚಿಸಿ	문자, 숫자, 기호를 조합하여 강력한 비밀번호를 만드세요	ສ້າງລະຫັດຜ່ານທີ່ເຂັ້ມແຂງດ້ວຍການປະສົມຂອງຕົວອັກສອນ, ຕົວເລກແລະສັນຍາລັກ	Izveidojiet spēcīgu paroli ar burtu, ciparu un simbolu kombināciju	Cipta kata laluan yang kukuh dengan gabungan huruf, nombor dan simbol	Creëer een sterk wachtwoord met een combinatie van letters, cijfers en symbolen	Utwórz silne hasło składające się z kombinacji liter, cyfr i symboli	Crie uma senha forte com uma mistura de letras, números e símbolos	Создайте надежный пароль, состоящий из букв, цифр и символов.	สร้างรหัสผ่านที่รัดกุมโดยผสมตัวอักษร ตัวเลข และสัญลักษณ์เข้าด้วยกัน	Harf, rakam ve simgelerin karışımından oluşan güçlü bir şifre oluşturun	Створіть надійний пароль із суміші літер, цифр і символів	创建由字母、数字和符号混合组成的强密码	Tạo mật khẩu mạnh bằng sự kết hợp của các chữ cái, số và ký hiệu
forgotPassword	Forgot password?	هل نسيت كلمة السر؟	Zapomenuté heslo?	Passwort vergessen?	Ξεχάσατε τον κωδικό;	¿Has olvidado tu contraseña?	Unustasid parooli?	Unohtuiko salasana?	Mot de passe oublié?	पासवर्ड भूल गए?	Tidak ingat kata sandi?	Ha dimenticato la password?	パスワードをお忘れですか？	ភ្លេច​លេខសំងាត់​?	ಪಾಸ್ವರ್ಡ್ ಮರೆತಿರಾ?	비밀번호를 잊으 셨나요?	ລືມລະຫັດຜ່ານ?	Aizmirsi paroli?	lupa kata laluan?	Wachtwoord vergeten?	Zapomniałeś hasła?	Esqueceu sua senha?	Забыли пароль?	ลืมรหัสผ่าน?	Parolanızı mı unuttunuz?	Забули пароль?	忘记密码？	Quên mật khẩu?
cannotLogin	Can't login, please try again or log in with a different method	لا يمكن تسجيل الدخول، يرجى المحاولة مرة أخرى أو تسجيل الدخول بطريقة مختلفة	Nelze se přihlásit, zkuste to prosím znovu nebo se přihlaste jiným způsobem	Anmeldung nicht möglich. Bitte versuchen Sie es erneut oder melden Sie sich mit einer anderen Methode an	Δεν είναι δυνατή η σύνδεση, δοκιμάστε ξανά ή συνδεθείτε με διαφορετική μέθοδο	No puedo iniciar sesión, inténtalo de nuevo o inicia sesión con un método diferente	Ei saa sisse logida, proovige uuesti või logige sisse mõne muu meetodiga	Kirjautuminen ei onnistu, yritä uudelleen tai kirjaudu sisään toisella tavalla	Impossible de se connecter, veuillez réessayer ou vous connecter avec une autre méthode	लॉगिन नहीं कर सकते, कृपया पुनः प्रयास करें या किसी भिन्न विधि से लॉग इन करें	Tidak dapat login, silakan coba lagi atau login dengan metode lain	Impossibile accedere, riprova o accedi con un metodo diverso	ログインできません。もう一度試すか、別の方法でログインしてください	មិនអាចចូលបានទេ សូមព្យាយាមម្តងទៀត ឬចូលដោយប្រើវិធីផ្សេង	ಲಾಗಿನ್ ಮಾಡಲು ಸಾಧ್ಯವಿಲ್ಲ, ದಯವಿಟ್ಟು ಮತ್ತೆ ಪ್ರಯತ್ನಿಸಿ ಅಥವಾ ಬೇರೆ ವಿಧಾನದೊಂದಿಗೆ ಲಾಗ್ ಇನ್ ಮಾಡಿ	로그인할 수 없습니다. 다시 시도하거나 다른 방법으로 로그인하십시오.	ບໍ່ສາມາດເຂົ້າສູ່ລະບົບໄດ້, ກະລຸນາລອງອີກຄັ້ງ ຫຼືເຂົ້າສູ່ລະບົບດ້ວຍວິທີອື່ນ	Nevar pieteikties, lūdzu, mēģiniet vēlreiz vai piesakieties ar citu metodi	Tidak boleh log masuk, sila cuba lagi atau log masuk dengan kaedah lain	Kan niet inloggen, probeer het opnieuw of log op een andere manier in	Nie można się zalogować. Spróbuj ponownie lub zaloguj się inną metodą	Não é possível fazer login, tente novamente ou faça login com um método diferente	Не могу войти, попробуйте еще раз или войдите другим способом.	ไม่สามารถเข้าสู่ระบบได้ โปรดลองอีกครั้งหรือเข้าสู่ระบบด้วยวิธีอื่น	Giriş yapılamıyor, lütfen tekrar deneyin veya farklı bir yöntemle giriş yapın	Не вдається ввійти, спробуйте ще раз або ввійдіть іншим способом	无法登录，请重试或使用其他方式登录	Không thể đăng nhập, vui lòng thử lại hoặc đăng nhập bằng phương pháp khác
deactiveAccountVerify	Are you sure you want to deactivate your account?	هل أنت متأكد أنك تريد إلغاء تنشيط حسابك؟	Opravdu chcete deaktivovat svůj účet?	Sind Sie sicher, dass Sie Ihr Konto deaktivieren möchten?	Είστε βέβαιοι ότι θέλετε να απενεργοποιήσετε τον λογαριασμό σας;	¿Estás seguro de que deseas desactivar tu cuenta?	Kas olete kindel, et soovite oma konto deaktiveerida?	Haluatko varmasti poistaa tilisi käytöstä?	Etes-vous sûr de vouloir désactiver votre compte ?	क्या आप वाकई अपना खाता निष्क्रिय करना चाहते हैं?	Apakah Anda yakin ingin menonaktifkan akun Anda?	Sei sicuro di voler disattivare il tuo account?	アカウントを無効化してもよろしいですか?	តើអ្នកប្រាកដថាចង់បិទគណនីរបស់អ្នកមែនទេ?	ನಿಮ್ಮ ಖಾತೆಯನ್ನು ನಿಷ್ಕ್ರಿಯಗೊಳಿಸಲು ನೀವು ಖಚಿತವಾಗಿ ಬಯಸುವಿರಾ?	정말로 계정을 비활성화하시겠습니까?	ທ່ານແນ່ໃຈບໍ່ວ່າຕ້ອງການປິດການນຳໃຊ້ບັນຊີຂອງທ່ານ?	Vai tiešām vēlaties deaktivizēt savu kontu?	Adakah anda pasti mahu menyahaktifkan akaun anda?	Weet u zeker dat u uw account wilt deactiveren?	Czy na pewno chcesz dezaktywować swoje konto?	Tem certeza de que deseja desativar sua conta?	Вы уверены, что хотите деактивировать свою учетную запись?	คุณแน่ใจหรือไม่ว่าต้องการปิดการใช้งานบัญชีของคุณ?	Hesabınızı devre dışı bırakmak istediğinizden emin misiniz?	Ви впевнені, що бажаєте деактивувати свій обліковий запис?	您确定要停用您的帐户吗？	Bạn có chắc chắn muốn hủy xóa tài khoản của mình không?
termsOfUse	Terms of Use	شروط الاستخدام	Podmínky použití	Nutzungsbedingungen	Οροι χρήσης	Condiciones de uso	Kasutustingimused	Käyttöehdot	Conditions d'utilisation	उपयोग की शर्तें	Syarat Penggunaan	Termini di utilizzo	利用規約	ល័ក្ខខ័ណ្ឌនៃការប្រើប្រាស់	ಬಳಕೆಯ ನಿಯಮಗಳು	이용약관	ເງື່ອນໄຂການນໍາໃຊ້	Lietošanas noteikumi	Syarat Penggunaan	Gebruiksvoorwaarden	Warunki korzystania	Termos de uso	Условия эксплуатации	ข้อกำหนดการใช้งาน	Kullanım Şartları	Умови використання	使用条款	Điều khoản sử dụng
accounts	Accounts	حسابات	Účty	Konten	Λογαριασμοί	Cuentas	Kontod	Tilit	Comptes	हिसाब किताब	Akun	Conti	アカウント	គណនី	ಖಾತೆಗಳು	계정	ບັນຊີ	Konti	Akaun	Rekeningen	Konta	Contas	Счета	บัญชี	Hesaplar	Облікові записи	账户	Tài khoản
account	Account	حساب	Účet	Konto	λογαριασμός	Cuenta	Konto	Tili	Compte	खाता	Akun	Account	アカウント	គណនី	ಖಾತೆ	계정	ບັນຊີ	Konts	Akaun	Rekening	Konto	Conta	Счет	บัญชี	Hesap	Обліковий запис	帐户	Tài khoản
deleteAccount	Delete Account	حذف الحساب	Smazat účet	Konto löschen	Διαγραφή λογαριασμού	Borrar cuenta	Kustuta konto	Poista tili	Supprimer le compte	खाता हटा दो	Hapus akun	Eliminare l'account	アカウントを削除する	លុប​គណនី	ಖಾತೆಯನ್ನು ಅಳಿಸಿ	계정 삭제	ລຶບບັນຊີ	Dzēst kontu	Padam Akaun	Account verwijderen	Usuń konto	Deletar conta	Удалить аккаунт	ลบบัญชี	Hesabı sil	Видалити аккаунт	删除帐户	Xóa tài khoản
following	Following	التالي	Následující	Nachfolgend	ΕΠΟΜΕΝΟ	Siguiente	Järgnev	Seurata	Suivant	अगले	Mengikuti	Seguente	続く	កំពុងតាម	ಅನುಸರಿಸುತ್ತಿದೆ	수행원	ຕິດຕາມ	Sekojošs	Mengikuti	Als vervolg op	Następny	Seguindo	Следующий	กำลังติดตาม	Takip etme	Слідую	下列的	Đang theo dõi
followers	Followers	متابعون	Následovníci	Anhänger	Οπαδοί	Seguidores	Jälgijad	Seuraajat	Suiveurs	समर्थक	Pengikut	Seguaci	フォロワー	អ្នកដើរតាម	ಅನುಯಾಯಿಗಳು	추종자	ຜູ້ຕິດຕາມ	Sekotāji	Pengikut	Volgers	Obserwujący	Seguidores	Последователи	ผู้ติดตาม	Takipçiler	Послідовники	追随者	Người theo dõi
like	Like	يحب	Jako	Wie	Αρέσει	Como	meeldib	Kuten	Comme	पसंद	Menyukai	Come	のように	ចូលចិត្ត	ಇಷ್ಟ	좋다	ມັກ	Patīk	Suka	Leuk vinden	Tak jak	Como	Нравиться	ชอบ	Beğenmek	Люблю	喜欢	Thích
report	Report	تقرير	Zpráva	Bericht	Κανω ΑΝΑΦΟΡΑ	Informe	Aruanne	Raportoi	Rapport	प्रतिवेदन	Laporan	Rapporto	報告	រាយការណ៍	ವರದಿ	보고서	ລາຍງານ	Ziņot	Laporan	Rapport	Raport	Relatório	Отчет	รายงาน	Rapor	звіт	报告	Báo cáo
additionalDetails	Additional details	تفاصيل اضافية	Další detaily	Weitere Details	Επιπλέον Λεπτομέρειες	Detalles adicionales	Täiendavad üksikasjad	Lisätiedot	Détails supplémentaires	अतिरिक्त विवरण	Detil tambahan	Dettagli aggiuntivi	さらなる詳細	ព័ត៌មានលម្អិតបន្ថែម	ಹೆಚ್ಚುವರಿ ವಿವರಗಳು	추가 세부 사항	ລາຍລະອຽດເພີ່ມເຕີມ	Papildu informācija	Maklumat tambahan	Aanvullende details	Dodatkowe Szczegóły	Detalhes adicionais	Дополнительные детали	รายละเอียดเพิ่มเติม	Ek detaylar	Додаткова інформація	额外细节	Chi tiết bổ sung
bio	Bio	السيرة الذاتية	Bio	Bio	Bio	Biografía	Bio	Bio	Biographie	जैव	Biografi	Bio	バイオ	ជីវ	ಜೈವಿಕ	바이오	ຊີວະພາບ	Bio	Bio	Bio	Życiorys	Biografia	Био	ไบโอ	Biyografi	біографія	简介	Tiểu sử
orString	or	أو	nebo	oder	ή	o	või	tai	ou	या	atau	O	または	ឬ	ಅಥವಾ	또는	ຫຼື	vai	atau	of	Lub	ou	или	หรือ	veya	або	或者	hoặc
